"Title","PMID"
"Genetic association of human Corticotropin-Releasing Hormone Receptor 1 (CRHR1) with Internet gaming addiction in Korean male adolescents.","30572854"
"Letter to the Editor: A closer look at functional impairments in gaming disorder.","37418887"
"Case Report: ""ADHD Trainer"": the mobile application that enhances cognitive skills in ADHD patients.","26962432"
"Prevalence of Suicidal Behavior and Associated Clinical Correlates in Patients with Behavioral Addictions.","34769603"
"The Mediating Role of Impulsivity and the Moderating Role of Gender Between Fear of Missing Out and Gaming Disorder Among a Sample of Chinese University Students.","33739873"
"A weak scientific basis for gaming disorder: Let us err on the side of caution.","29529886"
"Failure to utilize feedback causes decision-making deficits among excessive Internet gamers.","25024056"
"Internet gaming addiction, problematic use of the internet, and sleep problems: a systematic review.","24619594"
"Cue-induced positive motivational implicit response in young adults with Internet gaming addiction.","21820184"
"A Latent Profile Analysis for the Study of Multiple Screen Addiction, Mobile Social Gaming Addiction, General Mattering, and Family Sense of Belonging in University Students.","35469186"
"Predicting Adolescent Internet Gaming Addiction from Perceived Discrimination, Deviant Peer Affiliation and Maladaptive Cognitions in the Chinese Population: A Two-Year Longitudinal Study.","35329191"
"Psychometric Properties of the Persian Translation of Video Gaming Addiction Test.","32284836"
"Gaming behavior and addiction among Hong Kong adolescents.","27630813"
"Exploring personality characteristics of Chinese adolescents with internet-related addictive behaviors: trait differences for gaming addiction and social networking addiction.","25462651"
"Gaming disorder: A summary of its characteristics and aetiology.","36764098"
"Evaluating the quality of evidence for gaming disorder: A summary of systematic reviews of associations between gaming disorder and depression or anxiety.","33104730"
"Autistic traits and internet gaming addiction in Chinese children: The mediating effect of emotion regulation and school connectedness.","28755535"
"Different resting-state functional connectivity alterations in smokers and nonsmokers with Internet gaming addiction.","25506057"
"The Need to Develop a Strategy With an Evidence-Based Guideline for the Prevention of Gaming Disorder.","31007037"
"Not Playing Around: Gaming Disorder in the International Classification of Diseases (ICD-11).","30579437"
"Esports: What Do Pediatricians Need to Know?","35667099"
"Screening, Brief Intervention, and Referral to Treatment Model Based on ICD-11 Criteria of Gaming Disorder and Hazardous Gaming During the COVID-19 Pandemic.","36185595"
"Lateral orbitofrontal gray matter abnormalities in subjects with problematic smartphone use.","31545101"
"Psychometric evaluation of the Persian Internet Disorder Scale among adolescents.","30264609"
"Pavlovian-to-instrumental transfer: A new paradigm to assess pathological mechanisms with regard to the use of Internet applications.","29522786"
"Virtual addictions: An examination of problematic social casino game use among at-risk gamblers.","26739340"
"Internet, video game and mobile phone addiction in children and adolescents diagnosed with ADHD: A case-control study.","33338245"
"Shared gray matter alterations in individuals with diverse behavioral addictions: A voxel-wise meta-analysis.","32359230"
"Assessing ICD-11 gaming disorder in adolescent gamers by parental ratings: Development and validation of the Gaming Disorder Scale for Parents (GADIS-P).","33410767"
"Commentary on Galanis et al.: When age could make the difference-let's not sweep violence under the keyboard.","37365913"
"Aberrant intrinsic neural network strength in individuals with ""smartphone addiction"": An MRI data fusion study.","36043500"
"Self-Perceived Problematic Use of Online Pornography Is Linked to Clinically Relevant Levels of Psychological Distress and Psychopathological Symptoms.","34791580"
"GABRB2, a key player in neuropsychiatric disorders and beyond.","34673206"
"Internet gaming disorder impacts gray matter structural covariance organization in the default mode network.","33839555"
"Online Videogames Use and Anxiety in Children during the COVID-19 Pandemic.","33800320"
"[Relationship Between (Pathological) Internet Use and Sleep Problems in a Longitudinal Study].","30757970"
"The role of self-esteem in Internet addiction within the context of comorbid mental disorders: Findings from a general population-based sample.","30585501"
"Problematic internet use among students in South-East Asia: Current state of evidence.","30232969"
"Internet Addiction and Attention-Deficit/Hyperactivity Disorder Traits among Female College Students in Japan.","32595307"
"Intense video gaming is not essentially problematic.","28956935"
"A failure of suppression within the default mode network in depressed adolescents with compulsive internet game play.","26802508"
"Perceived problems with computer gaming and internet use among adolescents: measurement tool for non-clinical survey studies.","24731270"
"Addiction medicine in modern contexts: hot topics from around the globe.","36287749"
"An Overview of the Expert Consensus on the Prevention and Treatment of Gaming Disorder in China (2019 Edition).","32125603"
"Personality traits and psychopathology in adolescents with videogame addiction.","34882237"
"Online gaming addiction? Motives predict addictive play behavior in massively multiplayer online role-playing games.","22974351"
"Commentary on Lewczuk et al : Moral incongruence, disapproval and behavioral 'addiction'.","33314391"
"The relationship between mental well-being and dysregulated gaming: a specification curve analysis of core and peripheral criteria in five gaming disorder scales.","34084538"
"Internet Addiction and Online Gaming Disorder in Children and Adolescents During COVID-19 Pandemic: A Systematic Review.","36990662"
"The relationships between behavioral addictions and the five-factor model of personality.","26165928"
"Validity and reliability assessment of the Brazilian version of the game addiction scale (GAS).","27095330"
"Determination of salivary cortisol and salivary pH level in gaming teenagers - A cross-sectional study.","36186268"
"Gambling and gaming during COVID-19: The role of mental health and social motives in gambling and gaming problems.","35772368"
"A network analysis of the Internet Disorder Scale-Short Form (IDS9-SF): A large-scale cross-cultural study in Iran, Pakistan, and Bangladesh.","35698487"
"Mental health and behavioral problems associated with video game playing among Brazilian adolescents.","34515623"
"Correlates, comorbidities, and suicidal tendencies of problematic game use in a national wide sample of Korean adults.","28503193"
"Impulsivity in Multiplayer Online Battle Arena Gamers: Preliminary Results on Experimental and Self-Report Measures.","27156376"
"Incentive sensitization in binge behaviors: A mini review on electrophysiological evidence.","33869724"
"Internet, gaming, and smartphone usage patterns of children and adolescents in Korea: A c-CURE clinical cohort study.","32644934"
"Assessing Online Flow Across Cultures: A Two-Fold Measurement Invariance Study.","30930806"
"The impact of heavy and disordered use of games and social media on adolescents' psychological, social, and school functioning.","30264607"
"Association between internet gaming addiction and leukocyte telomere length in Korean male adolescents.","30616218"
"Maladaptive player-game relationships in problematic gaming and gaming disorder: A systematic review.","31707185"
"Including gaming disorder in the ICD-11: The need to do so from a clinical and public health perspective.","30010410"
"Reaching hidden youth in Singapore through the Hidden Youth Intervention Program: A biopsychosocial approach integrating mental health and social work interventions.","37009115"
"Exploring mediational roles for self-stigma in associations between types of problematic use of internet and psychological distress in youth with ADHD.","36603311"
"Relating Compulsivity and Impulsivity With Severity of Behavioral Addictions: A Dynamic Interpretation of Large-Scale Cross-Sectional Findings.","35782446"
"Internet-Related Disorders: Development of the Short Compulsive Internet Use Scale.","29125788"
"A 2-year longitudinal study of prospective predictors of pathological Internet use in adolescents.","26526444"
"The relationship between gaming disorder and addiction requires a behavioral analysis.","28816498"
"Association between religiosity or spirituality and internet addiction: A systematic review.","36530734"
"Inclusion of gaming disorder criteria in ICD-11: A clinical perspective in favor.","28816497"
"Internet and smartphone use disorder in Asia.","32220564"
"Video game addiction: Impact on teenagers' lifestyle.","27294452"
"Brain correlates of craving for online gaming under cue exposure in subjects with Internet gaming addiction and in remitted subjects.","22026537"
"Brief overview of the WHO Collaborative Project on the Development of New International Screening and Diagnostic Instruments for Gaming Disorder and Gambling Disorder.","34882889"
"Pilot data findings from the Gothenburg treatment for gaming disorder: a cognitive behavioral treatment manual.","37346899"
"[The place of cyber addiction in teenagers' addictive behavior].","24409575"
"The serial mediation effects of body image-coping strategies and avatar-identification in the relationship between self-concept clarity and gaming disorder: A pilot study.","37384332"
"Screening and assessment tools for gaming disorder: A comprehensive systematic review.","32143109"
"Diagnostic and Classification Considerations Regarding Gaming Disorder: Neurocognitive and Neurobiological Features.","31258494"
"Effectiveness of Cognitive Behavioral Therapy-Based Intervention in Preventing Gaming Disorder and Unspecified Internet Use Disorder in Adolescents: A Cluster Randomized Clinical Trial.","35179587"
"Gaming Disorder and Computer-Mediated Communication in Children and Adolescents with Autism Spectrum Disorder.","31132021"
"Fortnite microtransaction spending was associated with peers' purchasing behaviors but not gaming disorder symptoms.","31978759"
"Balancing between prejudice and fact for Gaming Disorder: Does the existence of alcohol use disorder stigmatize healthy drinkers or impede scientific research?","28816518"
"Think-aloud analysis of commonly used screening instruments for Internet use disorders: The CIUS, the IGDT-10, and the BSMAS.","35895610"
"The relationship between delay discounting and Internet addiction: A systematic review and meta-analysis.","33310692"
"Bored and online: Reasons for using social media, problematic social networking site use, and behavioral outcomes across the transition from adolescence to emerging adulthood.","31978836"
"A randomized efficacy trial of a cognitive-behavioral group intervention to prevent Internet Use Disorder onset in adolescents: The PROTECT study protocol.","29740637"
"Relationship Between Gaming Disorder, Self-Compensation Motivation, Game Flow, Time Spent Gaming, and Fear of Missing Out Among a Sample of Chinese University Students: A Network Analysis.","34790137"
"Effects of sleep quality on the association between problematic internet use and quality of life in people with substance use disorder.","35946067"
"Escapism and Excessive Online Behaviors: A Three-Wave Longitudinal Study in Finland during the COVID-19 Pandemic.","36231799"
"Treatment outcomes using CBT-IA with Internet-addicted patients.","25215202"
"Problematic Facebook use and problematic video gaming as mediators of relationship between impulsivity and life satisfaction among female and male gamers.","32810183"
"Smartphone Addiction in Japanese College Students: Usefulness of the Japanese Version of the Smartphone Addiction Scale as a Screening Tool for a New Form of Internet Addiction.","30808117"
"Internet Addiction and Its Relationship With Suicidal Behaviors: A Meta-Analysis of Multinational Observational Studies.","29877640"
"Impulsive Internet Game Play Is Associated With Increased Functional Connectivity Between the Default Mode and Salience Networks in Depressed Patients With Short Allele of Serotonin Transporter Gene.","29692741"
"The validity and psychometric properties of the Japanese version of the Compulsive Internet Use Scale (CIUS).","28558728"
"Corrigendum to: Stevens, M. W. R., Dorstyn, D., Delfabbro, P. H., & King, D. L. (2021). Global prevalence of gaming disorder: A systematic review and meta-analysis. Australian and New Zealand Journal of Psychiatry, 55, 553-568.","36433839"
"Co-Occurrence of Gaming Disorder and Other Potentially Addictive Behaviours between Australia, New Zealand, and the United Kingdom.","36498151"
"The Impact of Internet and Videogaming Addiction on Adolescent Vision: A Review of the Literature.","32195219"
"Development and Validation of a Parent-Based Program for Preventing Gaming Disorder: The Game Over Intervention.","31167457"
"Investigating the Role of Health Factors and Psychological Well-Being in Gaming Disorder.","34788152"
"Health anxiety related to problematic smartphone use and gaming disorder severity during COVID-19: Fear of missing out as a mediator.","33363275"
"Gender differences and left-behind experiences in the relationship between gaming disorder, rumination and sleep quality among a sample of Chinese university students during the late stage of the COVID-19 pandemic.","37215671"
"Linking Gaming Disorder Tendencies in Children to Their Personality and Parental Gaming Behavior.","35250648"
"Relationships Between Gaming Disorder, Risk Factors, and Protective Factors Among a Sample of Chinese University Students Utilizing a Network Perspective.","37363768"
"Development and validation of gaming disorder and hazardous gaming scale (GDHGS) based on the WHO framework (ICD-11 criteria) of disordered gaming.","33271681"
"Problem gaming and suicidality: A systematic literature review.","35340768"
"Pathological gaming: a longitudinal study from the perspectives of mental health problems and social stress model.","35393917"
"Can Worried Parents Predict Effects of Video Games on Their Children? A Case-Control Study of Cognitive Abilities, Addiction Indicators and Wellbeing.","33536966"
"Smoking in Video Games: A Systematic Review.","26209852"
"Effects of video games on adolescents and adults.","19006462"
"Gambling and Attention Deficit Hyperactivity Disorders (ADHD) in a Population of French Students.","25466366"
"Bupropion sustained release treatment decreases craving for video games and cue-induced brain activity in patients with Internet video game addiction.","20695685"
"Psychometric properties of the Slovenian version of Internet Disorder Scale-IDS-15.","36269724"
"Delay Discounting in Established and Proposed Behavioral Addictions: A Systematic Review and Meta-Analysis.","34899207"
"Prevalence and comorbidity in a Swedish adolescent community sample - gambling, gaming, substance use, and other psychiatric disorders.","36068500"
"Adaptation and Psychometric Evaluation of the Young Diagnostic Questionnaire (YDQ) for Parental Assessment of Adolescent Problematic Internet Use.","27363465"
"Randomized Controlled Evaluation of a Group-Based Training for Parents of Adolescents with Gaming Disorder or Social Network Use Disorder.","36612593"
"Fear of Missing Out (FoMO) and Gaming Disorder among Chinese University Students: Impulsivity and Game Time as Mediators.","32634040"
"Problematic screen media use in children and adolescents attending child and adolescent psychiatric services in a tertiary care center in North India.","36874524"
"Internet severity and activities addiction questionnaire (ISAAQ): Psychometrics of item response theory and clustering of online activities.","36702061"
"Temporal associations between physical activity and three types of problematic use of the internet: A six-month longitudinal study.","36427199"
"Withdrawal and tolerance as related to compulsive sexual behavior disorder and problematic pornography use - Preregistered study based on a nationally representative sample in Poland.","36269607"
"Maladaptive Personality Functioning and Psychopathological Symptoms in Problematic Video Game Players: A Person-Centered Approach.","31803104"
"Prevalence rate of Internet addiction among Japanese college students: Two cross-sectional studies and reconsideration of cut-off points of Young's Internet Addiction Test in Japan.","29845676"
"Sleep in Habitual Adult Video Gamers: A Systematic Review.","35095395"
"Abnormal gray matter and white matter volume in 'Internet gaming addicts'.","25260201"
"The effect of time spent sitting and excessive gaming on the weight status, and perceived weight stigma among Taiwanese young adults.","36938463"
"Longitudinal perspective on cryptocurrency trading and increased gambling problems: a 3 wave national survey study.","36395684"
"Temporal associations between problematic use of the internet and self-stigma among people with substance use disorders: A cross-lagged model across one year.","36323137"
"Bidirectional effects of Internet-specific parenting practices and compulsive social media and Internet game use.","30273047"
"Internet use during COVID-19 lockdown among young people in low- and middle-income countries: Role of psychological wellbeing.","34608443"
"Video gaming addiction and its association with memory, attention and learning skills in Lebanese children.","33308272"
"An Osteopathic Physician's Approach to the Esports Athlete.","31657829"
"Affective and cognitive processes involved in behavioral addictions.","33684870"
"Prevalence of gaming disorder in East Asia: A comprehensive meta-analysis.","35932469"
"Attention deficit hyperactivity disorder and gaming disorder: Frequency and associated factors in a clinical sample of patients with Gaming Disorder.","34710057"
"Influences of Emotional Information on Response Inhibition in Gaming Disorder: Behavioral and ERP Evidence from Go/Nogo Task.","36498338"
"The Effects of Playing Video Games on Stress, Anxiety, Depression, Loneliness, and Gaming Disorder During the Early Stages of the COVID-19 Pandemic: PRISMA Systematic Review.","35639118"
"Longitudinal patterns of problematic computer game use among adolescents and adults--a 2-year panel study.","24938480"
"Gaming among Children and Adolescents during the COVID-19 Lockdown: The Role of Parents in Time Spent on Video Games and Gaming Disorder Symptoms.","34205533"
"Editorial: Did Goldilocks Have It Right? How Do We Define Too Little, Too Much, or Just Right?","32007603"
"Effective interventions for gaming disorder: A systematic review of randomized control trials.","36815197"
"Factors related to the dual condition of gambling and gaming disorders: A path analysis model.","34923355"
"The brain activations for both cue-induced gaming urge and smoking craving among subjects comorbid with Internet gaming addiction and nicotine dependence.","23245948"
"Problem Gambling and Problem Gaming in Elite Athletes: a Literature Review.","34867124"
"Video Game Addiction and Life Style Changes: Implications for Caregivers Burden.","27114629"
"[Examining the effects of dissonance-based primary prevention of Internet and computer-game addiction on attitudes toward gaming among grade 5 pupils: A pilot study].","34238033"
"Toward a delineation of the differences between high engagement and problem gaming.","36247099"
"Is the Internet gaming-addicted brain close to be in a pathological state?","26135331"
"A comprehensive model to understand and assess the motivational background of video game use: The Gaming Motivation Inventory (GMI).","35939353"
"Video game use among secondary school students and associated factors.","31758885"
"Altered Autonomic Functions and Distressed Personality Traits in Male Adolescents with Internet Gaming Addiction.","27831751"
"Associations between problematic gaming and psychiatric symptoms among adolescents in two samples.","27203825"
"Trait impulsivity and impaired prefrontal impulse inhibition function in adolescents with internet gaming addiction revealed by a Go/No-Go fMRI study.","24885073"
"Amplitude of low frequency fluctuation abnormalities in adolescents with online gaming addiction.","24223843"
"Relationships of internet gaming reasons to biological indicators and risk of internet gaming addiction in Korean adolescent male game users.","32605550"
"Positive Outcome Expectancy Mediates the Relationship Between Peer Influence and Internet Gaming Addiction Among Adolescents in Taiwan.","26716791"
"Stakeholders' Consensus on Strategies for Self- and Other-Regulation of Video Game Play: A Mixed Methods Study.","32481721"
"Assessment of the Popularity and Perceived Effectiveness of Smartphone Tools That Track and Limit Smartphone Use: Survey Study and Machine Learning Analysis.","36264627"
"Looking behind the 'Winner winner chicken dinner'.","34599126"
"The Health Effects of Video Games in Children and Adolescents.","36587018"
"Gambling and online trading: emerging risks of real-time stock and cryptocurrency trading platforms.","35247862"
"Effects of self-isolation and quarantine on loot box spending and excessive gaming-results of a natural experiment.","33604174"
"Turkish Adaptation of the Social Media Disorder Scale in Adolescents.","30224872"
"Emerging experience with selected new categories in the ICD-11: complex PTSD, prolonged grief disorder, gaming disorder, and compulsive sexual behaviour disorder.","35524599"
"Emotional Dysregulation in Preschool Age Predicts Later Media Use and Gaming Disorder Symptoms in Childhood.","34220565"
"The Moderating Role of Coping Mechanisms and Being an e-Sport Player Between Psychiatric Symptoms and Gaming Disorder: Online Survey.","33755024"
"Bidirectional Associations Between Self-Reported Gaming Disorder and Adult Attention Deficit Hyperactivity Disorder: Evidence From a Sample of Young Swiss Men.","30618855"
"Reciprocal Relationships Between Problematic Social Media Use, Problematic Gaming, and Psychological Distress Among University Students: A 9-Month Longitudinal Study.","35462841"
"Internet-Related Behaviors and Psychological Distress Among Schoolchildren During the COVID-19 School Hiatus.","33877905"
"Problematic internet use as an age-related multifaceted problem: Evidence from a two-site survey.","29459201"
"Internet Use Disorders: Subjective Importance of Online Friends in the Context of Real-Life Social Support and Comorbid Mental Disorders.","37231957"
"Trends in Scientific Literature on Addiction to the Internet, Video Games, and Cell Phones from 2006 to 2010.","27141282"
"Technology addiction among school-going adolescents in India: epidemiological analysis from a cluster survey for strengthening adolescent health programs at district level.","33428747"
"E-sports: What mental health professionals from low & middle-income countries must know.","36168287"
"The impact of life satisfaction in the treatment of gaming disorder and other internet use disorders: Results from a randomized controlled trial.","36790830"
"Prevalence and Factors Associated with Gaming Disorder in Latin America and the Caribbean: A Systematic Review.","36011671"
"Predictors of Gaming Disorder or Protective from It, in a French Sample: A Symptomatic Approach to Self-Regulation and Pursued Rewards, Providing Insights for Clinical Practice.","35954855"
"Videogame play and events are related to unhealthy emotion regulation in the form of low fading affect bias in autobiographical memory.","31295657"
"Towards understanding addiction factors of mobile devices: An eye tracking study on effect of screen size.","29060395"
"Game Transfer Phenomena and Problematic Interactive Media Use: Dispositional and Media Habit Factors.","33967879"
"Exploring the Neural Basis of Avatar Identification in Pathological Internet Gamers and of Self-Reflection in Pathological Social Network Users.","27415603"
"[Disorders due to substance use or addictive behaviours in the ICD-11].","32795136"
"Pathological Gaming in Young Adolescents: A Longitudinal Study Focused on Academic Stress and Self-Control in South Korea.","31327099"
"Avatar identification and problematic gaming: The role of self-concept clarity.","33099249"
"Excessive computer game playing: evidence for addiction and aggression?","17474848"
"Applying ICD-11 criteria of Gaming Disorder to identify problematic video streaming in adolescents: Conceptualization of a new clinical phenomenon.","35895473"
"Decision Making and Risk Propensity in Individuals with Tendencies towards Specific Internet-Use Disorders.","35203964"
"Avatar- and self-related processes and problematic gaming: A systematic review.","32480244"
"Relative risks of Internet-related addictions and mood disturbances among college students: a 7-country/region comparison.","30347314"
"Problematic Video Game Play and ADHD Traits in an Adult Population.","28498045"
"The motivations of adolescents who are addicted to online games: a cognitive perspective.","17536482"
"The impact of the digital revolution  on human brain and behavior: where  do we stand? .","32699510"
"Assessment of in vivo microstructure alterations in gray matter using DKI in Internet gaming addiction.","25344114"
"[Negative perceptions of the risks associated with gaming in young adolescents: An exploratory study to help thinking about a prevention program].","28595830"
"Social Media Disorder, Mental Health, and Validation of the Chinese Version of 27-Item Social Media Disorder Scale in Chinese College Students.","35865241"
"The Depression Anxiety Stress Scale 8-Items Expresses Robust Psychometric Properties as an Ideal Shorter Version of the Depression Anxiety Stress Scale 21 Among Healthy Respondents From Three Continents.","35496141"
"Coping and Co-Occurrence of Gaming Disorder and Substance Use in Recovering Substance Users.","36555987"
"Induced attitude change on online gaming among adolescents: an application of the less-leads-to-more effect.","18422416"
"Parents Rate Problematic Video Streaming in Adolescents: Conceptualization and External Assessment of a New Clinical Phenomenon Based on the ICD-11 Criteria of Gaming Disorder.","36769663"
"Investigating properties of imagery-induced flash-forwards and the effect of eye movements on the experience of desire and craving in gamers.","32062335"
"Analysis of Gambling in the Media Related to Screens: Immersion as a Predictor of Excessive Use?","29301311"
"Voxel-level comparison of arterial spin-labeled perfusion magnetic resonance imaging in adolescents with internet gaming addiction.","23937918"
"Bedroom media: One risk factor for development.","28945440"
"The Effect of Self-Discrepancy on Online Behavior: A Literature Review.","35558697"
"Decreased frontal lobe function in people with Internet addiction disorder.","25206643"
"Problematic Gaming in Youth and Its Association with Different Dimensions of Quality of Life.","34110245"
"[Media-associated disorders in childhood and adolescence: Evidence paper of the joint addiction commision of the German societies and professional associations of child and adolescent psychiatry and psychotherapy].","32614281"
"Problematic interactive media use in teens: comorbidities, assessment, and treatment.","31308769"
"Player-avatar interactions in habitual and problematic gaming: A qualitative investigation.","34280128"
"Reliability, and Convergent and Discriminant Validity of Gaming Disorder Scales: A Meta-Analysis.","34950088"
"Commentary: Worshipping the internet - the perils of serving an unpredictable master - a commentary on Aboujaoude and Gega (2021).","34490715"
"Gambling Features and Monetization in Video Games Create Challenges for Young People, Families, and Clinicians.","34921907"
"The Relationship Between Technology Use and Problem Technology Use and Potential Psychosocial Mechanisms: Population-Based Telephone Survey in Community Adults During COVID-19.","34434146"
"Altered default network resting-state functional connectivity in adolescents with Internet gaming addiction.","23555827"
"Motivational brief interventions for adolescents and young adults with Internet use disorders: A randomized-controlled trial.","36112487"
"Efficacy of short-term telemedicine motivation-based intervention for individuals with Internet Use Disorder - A pilot-study.","34797218"
"[Internet-related disorders-old and new challenges. Conference report on the 10th symposium of the German Association on Internet-Related Disorders].","30859251"
"A systematic review and meta-analysis of risky decision-making in specific domains of problematic use of the internet: Evidence across different decision-making tasks.","37277009"
"Addiction Research Unit: Affective and cognitive mechanisms of specific Internet-use disorders.","34409697"
"Structural brain changes in young males addicted to video-gaming.","31954233"
"Problematic online gaming and the COVID-19 pandemic.","32352927"
"A qualitative case study about overuse of digital play at home.","33584081"
"Where to put Compulsive Sexual Behavior Disorder (CSBD)? Phenomenology matters •","35895458"
"Gaming Disorder Seen Through the Prism of Dual Diagnosis: Prevalence and Associated Factors.","35873269"
"Internet society, internet addiction, and pathological social withdrawal: the chicken and egg dilemma for internet addiction and hikikomori.","32101902"
"Identification of Video Game Addiction Using Heart-Rate Variability Parameters.","34300423"
"Examining Correlates of Problematic Internet Pornography Use Among University Students.","27156383"
"Counter striking psychosis: Commercial video games as potential treatment in schizophrenia? A systematic review of neuroimaging studies.","27090742"
"Internet-based interventions for behavioral addictions: A systematic review.","36495471"
"The experience of gratification and compensation in addictive behaviors: How can these experiences be measured systematically within and across disorders due to addictive behaviors?","35843138"
"Alterations in regional homogeneity of resting-state brain activity in internet gaming addicts.","22901705"
"Emerging association between addictive gaming and attention-deficit/hyperactivity disorder.","22843540"
"The Clinical Consistency and Utility of ICD-11 Diagnostic Guidelines for Gaming Disorder: A Field Study Among the Chinese Population.","35002801"
"Video Gaming in a Hyperconnected World: A Cross-sectional Study of Heavy Gaming, Problematic Gaming Symptoms, and Online Socializing in Adolescents.","28260834"
"Pathological video game use among youths: a two-year longitudinal study.","21242221"
"The effects of an early intervention on adults' gaming-related problems - a pilot study.","35353652"
"Prevention Strategies to Address Problematic Gaming: An Evaluation of Strategy Support Among Habitual and Problem Gamers.","33710442"
"A Case-Control Study on Behavioral Addictions and Neurocognition: Description of the BANCO and BANCO2 Protocols.","34321880"
"Development and Validation of Videogame Addiction Scale for Children (VASC).","28798554"
"Impulsivity and related neuropsychological features in regular and addictive first person shooter gaming.","23971428"
"Video Games in ADHD and Non-ADHD Children: Modalities of Use and Association With ADHD Symptoms.","33777866"
"Gaming addiction and screen time in a context of increase of internalizing symptoms: Moderation evaluation.","36062317"
"Does Smartphone Addiction Fall on a Continuum of Addictive Behaviors?","31936316"
"Physiological arousal deficits in addicted gamers differ based on preferred game genre.","23921429"
"Advances in problematic usage of the internet research - A narrative review by experts from the European network for problematic usage of the internet.","36029549"
"Examination of game addiction studies conducted in Turkey: A systematic review study.","37124255"
"Predictors for Digital Game Addiction Among Turkish Adolescents: A Cox's Interaction Model-Based Study.","30830000"
"Video game addiction and psychological distress among expatriate adolescents in Saudi Arabia.","29450245"
"Pathological game use in adults with and without Autism Spectrum Disorder.","28663933"
"Video game addiction in gambling disorder: clinical, psychopathological, and personality correlates.","25126551"
"Gaming Behaviors and the Association with Sleep Duration, Social Jetlag, and Difficulties Falling Asleep among Norwegian Adolescents.","35162788"
"Exploring Individual Differences in Online Addictions: the Role of Identity and Attachment.","28798553"
"eHealth Intervention for Problematic Internet Use (PIU).","27766532"
"Debate: Behavioural addictions and technology use - risk and policy recommendations for problematic online gambling and gaming.","33426713"
"Skin in the game: Video-game-related cutaneous pathologies in adolescents.","34084875"
"Are Video Games a Gateway to Gambling? A Longitudinal Study Based on a Representative Norwegian Sample.","29869768"
"Family Factors Associated with Problematic Use of the Internet in Children: A Scoping Review.","35949634"
"Policy Recommendations for Preventing Problematic Internet Use in Schools: A Qualitative Study of Parental Perspectives.","33923208"
"Insomnia, sleepiness, anxiety and depression among different types of gamers in African countries.","32029773"
"Qualitative review and quantitative effect size meta-analyses in brain regions identified by cue-reactivity addiction studies.","30816782"
"Influence of Esports on stress: A systematic review.","34158701"
"Beyond loot boxes: a variety of gambling-like practices in video games are linked to both problem gambling and disordered gaming.","32742782"
"How do passion for video games and needs frustration explain time spent gaming?","29352471"
"Self-Amputation in Patient with Body Integrity Dysphoria in Comorbidity with Gender Dysphoria: A Case Report.","35350028"
"Neurobiological Link between Stress and Gaming: A Scoping Review.","37176554"
"The Practice and Feasibility of Screening, Treatment, and Referral for Gaming Problems in Gambling, Alcohol and Other Drugs, and Youth Services.","36714324"
"How to overcome taxonomical problems in the study of Internet use disorders and what to do with ""smartphone addiction""?","31668089"
"Risk factors of Internet addiction and the health effect of internet addiction on adolescents: a systematic review of longitudinal and prospective studies.","25212714"
"The effectiveness of a parental guide for prevention of problematic video gaming in children: A public health randomized controlled intervention study.","29313731"
"Technology-mediated addictive behaviors constitute a spectrum of related yet distinct conditions: A network perspective.","30024188"
"Prevention of Internet addiction: A systematic review.","27998173"
"Reward/punishment sensitivities among internet addicts: Implications for their addictive behaviors.","23876789"
"Global prevalence of digital addiction in general population: A systematic review and meta-analysis.","35150965"
"Response to the Regulation of Video Games under the Youth Media Protection Act: A Public Health Perspective.","35954678"
"Interactional theory of childhood problematic media use.","36381426"
"A Qualitative Study of Practitioners' Views on Family Involvement in Treatment Process of Adolescent Internet Addiction.","33374348"
"BehavioR: a digital platform for prevention and management of behavioural addictions.","31441445"
"Youth screen use in the ABCD® study.","36084446"
"A longitudinal study of the individual- and group-level problematic gaming and associations with problem gambling among Swedish adolescents.","29670829"
"Exercise addiction in adolescents and emerging adults - Validation of a youth version of the Exercise Addiction Inventory.","29409340"
"Video game use in boys with autism spectrum disorder, ADHD, or typical development.","23897915"
"[The relationship between internet addiction and sleep disorders in adolescents of Central Siberia in different types of consumed content].","35759568"
"The Role of Habits in Massive Multiplayer Online Role-Playing Game Usage: Predicting Excessive and Problematic Gaming Through Players' Sensitivity to Situational Cues.","27057594"
"Serious Video Games: Angels or Demons in Patients With Attention-Deficit Hyperactivity Disorder? A Quasi-Systematic Review.","35573357"
"Increased adolescent game usage and health-related risk behaviors during the COVID-19 pandemic.","37359591"
"Loneliness and Well-Being in Children and Adolescents during the COVID-19 Pandemic: A Systematic Review.","36832408"
"FOXN3 and GDNF Polymorphisms as Common Genetic Factors of Substance Use and Addictive Behaviors.","35629112"
"An Empirical Exploration of Longitudinal Predictors for Problematic Internet Use and Problematic Gaming Behavior.","32237970"
"Current diagnostic procedures and interventions for Gaming Disorders: A Systematic Review.","30971971"
"In-session gaming as a tool in treating adolescent problematic gaming.","36562318"
"[Excessive Use Patterns and Internet Use Disorders: Effects on Psychosocial and Cognitive Development in Adolescence].","35673789"
"The Interaction of Person-Affect-Cognition-Execution (I-PACE) model for addictive behaviors: Update, generalization to addictive behaviors beyond internet-use disorders, and specification of the process character of addictive behaviors.","31247240"
"Alcohol and Substance Use Disorders Diagnostic Criteria Changes and Innovations in ICD-11: An Overview.","36760319"
"Association between Internet Addiction and Application Usage among Junior High School Students: A Field Survey.","34062760"
